file_name,feature_x_1,feature_x_2,feature_x_3,feature_x_4,feature_x_5,feature_y_1,feature_y_2,feature_y_3,feature_y_4,feature_y_5,is_gan
34493.png,127,75,,,,90,92,,,,No
34494.png,128,77,,,,88,88,,,,No
34495.png,128,74,15,102,71,88,89,17,23,84,No
34496.png,74,128,83,116,,90,89,140,141,,No
34497.png,127,78,,,,89,89,,,,No
34498.png,126,,,,,90,,,,,No
34499.png,127,75,,,,88,91,,,,No
34500.png,123,83,79,,,90,88,70,,,No
34501.png,186,127,120,88,74,129,88,140,119,88,No
34502.png,126,75,,,,88,88,,,,No
34503.png,126,76,,,,88,88,,,,No
34504.png,73,126,94,,,91,89,148,,,No
34505.png,127,76,,,,89,90,,,,No
34506.png,128,116,82,,,90,140,86,,,No
34507.png,125,,,,,90,,,,,No
34508.png,126,74,115,88,105,90,90,139,139,118,No
34509.png,76,126,,,,90,89,,,,No
34510.png,128,100,76,,,91,151,89,,,No
34511.png,126,74,,,,88,89,,,,No
34512.png,76,98,125,112,,88,153,87,141,,No
34513.png,116,126,73,108,90,139,89,86,138,139,No
34514.png,126,77,103,,,87,89,140,,,No
34515.png,112,77,127,85,,120,90,89,137,,No
34516.png,77,127,98,,,90,88,153,,,No
34517.png,127,77,114,71,,90,91,139,83,,No
34518.png,127,77,,,,89,89,,,,No
34519.png,125,75,,,,87,88,,,,No
34520.png,126,102,100,,,88,138,149,,,No
34521.png,126,76,88,70,,88,90,144,87,,No
34522.png,112,86,75,125,,145,91,91,90,,No
34523.png,76,127,,,,91,87,,,,No
34524.png,75,81,127,,,88,138,89,,,No
34525.png,128,80,,,,88,88,,,,No
34526.png,127,75,79,,,91,91,135,,,No
34527.png,127,76,119,84,,87,86,147,146,,No
34528.png,76,126,,,,90,89,,,,No
34529.png,77,127,74,,,88,88,77,,,No
34530.png,127,74,,,,90,89,,,,No
34531.png,127,73,69,,,86,92,79,,,No
34532.png,76,127,125,114,,88,90,79,78,,No
34533.png,117,91,106,,,85,124,73,,,No
34534.png,127,86,,,,89,146,,,,No
34535.png,128,77,116,99,,91,89,44,133,,No
34536.png,79,129,74,,,138,89,90,,,No
34537.png,128,77,88,,,88,90,147,,,No
34538.png,127,77,86,122,,89,89,76,80,,No
34539.png,126,76,116,96,,90,89,138,22,,No
34540.png,75,127,90,,,89,90,161,,,No
34541.png,91,124,77,,,124,90,89,,,No
34542.png,127,76,81,107,,86,90,133,133,,No
34543.png,90,126,74,,,124,89,89,,,No
34544.png,127,86,,,,89,91,,,,No
34545.png,125,101,,,,91,161,,,,No
34546.png,79,125,69,,,90,90,86,,,No
34547.png,76,126,113,,,89,89,140,,,No
34548.png,74,125,105,98,,87,87,116,141,,No
34549.png,127,76,,,,90,90,,,,No
34550.png,74,129,100,,,89,89,137,,,No
34551.png,128,75,,,,89,90,,,,No
34552.png,98,76,178,125,,133,87,69,88,,No
34553.png,127,,,,,88,,,,,No
34554.png,77,127,,,,89,88,,,,No
34555.png,75,127,,,,89,88,,,,No
34556.png,126,69,,,,87,95,,,,No
34557.png,78,126,115,,,90,87,75,,,No
34558.png,76,128,91,,,91,84,139,,,No
34559.png,81,76,127,,,139,88,89,,,No
34560.png,127,,,,,91,,,,,No
34562.png,77,127,80,,,89,89,139,,,No
34563.png,33,126,75,,,22,87,89,,,No
34564.png,126,84,81,,,91,143,94,,,No
34565.png,127,77,97,,,89,90,137,,,No
34567.png,127,76,,,,88,88,,,,No
34569.png,128,,,,,88,,,,,No
34570.png,125,103,75,,,90,156,85,,,No
34571.png,75,125,,,,89,89,,,,No
34572.png,80,98,122,101,,93,126,87,140,,No
34573.png,125,,,,,91,,,,,No
34574.png,71,128,,,,88,89,,,,No
34575.png,82,,,,,140,,,,,No
34576.png,124,76,129,100,,90,88,78,143,,No
34577.png,78,127,119,99,,90,88,28,139,,No
34578.png,127,118,76,95,,89,137,88,139,,No
34579.png,78,127,99,,,89,88,136,,,No
34580.png,77,126,139,112,,90,88,31,141,,No
34581.png,75,81,127,119,,87,135,88,137,,No
34582.png,126,76,78,,,89,88,72,,,No
34583.png,126,77,92,,,85,87,146,,,No
34584.png,75,127,,,,89,88,,,,No
34585.png,124,78,,,,87,89,,,,No
34586.png,126,76,114,92,,89,90,79,124,,No
34587.png,126,76,78,,,91,90,86,,,No
34588.png,125,,,,,91,,,,,No
34590.png,123,78,102,,,88,88,139,,,No
34591.png,74,125,80,80,121,89,88,75,137,71,No
34592.png,126,72,,,,88,80,,,,No
34593.png,79,74,,,,133,81,,,,No
34594.png,125,74,,,,89,89,,,,No
34595.png,76,127,,,,88,89,,,,No
34596.png,128,77,,,,90,88,,,,No
34597.png,79,11,123,107,,89,179,89,143,,No
34598.png,135,100,78,,,79,149,91,,,No
34599.png,128,78,,,,88,87,,,,No
34600.png,79,126,,,,92,90,,,,No
34601.png,124,128,,,,88,71,,,,No
34602.png,128,77,,,,89,89,,,,No
34603.png,125,77,,,,87,89,,,,No
34604.png,127,167,76,,,88,46,88,,,No
34606.png,128,,,,,87,,,,,No
34607.png,100,127,,,,122,87,,,,No
34608.png,126,77,,,,88,88,,,,No
34609.png,123,115,,,,90,75,,,,No
34610.png,126,101,,,,89,142,,,,No
34611.png,127,76,87,,,90,89,136,,,No
34612.png,126,101,76,98,,88,127,88,153,,No
34613.png,128,,,,,89,,,,,No
34614.png,96,126,75,,,124,88,86,,,No
34615.png,126,81,,,,91,83,,,,No
34616.png,124,,,,,87,,,,,No
34617.png,122,79,105,,,89,89,139,,,No
34618.png,76,127,89,,,90,88,141,,,No
34619.png,127,77,,,,88,89,,,,No
34620.png,124,135,96,100,78,88,87,156,46,87,No
34621.png,129,78,108,68,,90,91,24,91,,No
34622.png,126,,,,,85,,,,,No
34623.png,73,117,127,70,,91,141,90,80,,No
34624.png,124,77,125,,,88,89,168,,,No
34625.png,126,75,102,,,88,86,136,,,No
34626.png,127,77,,,,89,90,,,,No
34627.png,77,125,,,,90,88,,,,No
34628.png,126,78,114,,,89,90,138,,,No
34629.png,127,75,94,114,,90,90,25,137,,No
34630.png,30,127,78,,,32,89,89,,,No
34631.png,77,134,83,110,127,89,168,136,138,86,No
34632.png,77,128,,,,91,76,,,,No
34633.png,129,102,,,,90,142,,,,No
34634.png,127,73,101,94,,90,87,156,70,,No
34635.png,75,129,,,,90,88,,,,No
34637.png,97,,,,,159,,,,,No
34638.png,77,123,,,,91,91,,,,No
34639.png,126,96,75,67,81,85,125,90,89,89,No
34640.png,127,90,,,,86,86,,,,No
34641.png,126,76,104,,,87,87,140,,,No
34643.png,89,119,126,74,,142,142,87,88,,No
34644.png,125,79,,,,90,92,,,,No
34645.png,119,,,,,85,,,,,No
34646.png,127,74,109,,,89,90,32,,,No
34647.png,122,100,,,,88,143,,,,No
34648.png,79,,,,,88,,,,,No
34649.png,77,83,126,112,112,90,136,89,137,27,No
34650.png,126,79,117,,,91,90,139,,,No
34651.png,76,119,103,,,90,88,144,,,No
34652.png,125,82,123,107,,90,87,80,141,,No
34653.png,74,126,70,,,90,90,87,,,No
34654.png,75,115,126,89,,90,131,89,135,,No
34655.png,126,75,,,,87,88,,,,No
34656.png,125,77,103,,,87,88,140,,,No
34657.png,128,76,115,151,,90,90,135,156,,No
34658.png,126,91,,,,90,146,,,,No
34659.png,129,83,,,,89,91,,,,No
34660.png,82,77,127,,,136,90,90,,,No
34661.png,73,125,,,,87,91,,,,No
34662.png,76,124,102,,,87,88,143,,,No
34664.png,78,123,89,,,90,85,141,,,No
34665.png,97,121,,,,129,89,,,,No
34666.png,127,78,112,83,,90,90,137,136,,No
34667.png,127,79,96,117,,88,89,151,80,,No
34668.png,127,115,,,,90,136,,,,No
34670.png,99,125,81,70,,128,87,88,84,,No
34671.png,77,126,,,,88,88,,,,No
34674.png,76,126,,,,87,87,,,,No
34675.png,126,77,,,,87,88,,,,No
34676.png,126,74,,,,89,89,,,,No
34677.png,77,128,,,,87,87,,,,No
34678.png,74,126,,,,92,86,,,,No
34679.png,80,128,77,,,138,89,88,,,No
34680.png,126,77,99,118,,85,92,133,70,,No
34681.png,76,127,92,,,89,92,121,,,No
34682.png,126,76,,,,86,86,,,,No
34683.png,126,99,,,,88,121,,,,No
34684.png,76,130,,,,93,89,,,,No
34685.png,179,79,,,,83,70,,,,No
34686.png,127,80,77,65,,88,139,90,91,,No
34687.png,76,126,113,87,95,89,88,140,139,29,No
34688.png,80,126,75,,,135,90,90,,,No
34689.png,74,125,,,,87,88,,,,No
34690.png,128,85,74,116,,89,141,90,141,,No
34691.png,127,78,,,,90,90,,,,No
34692.png,106,84,,,,122,87,,,,No
34693.png,76,125,,,,88,90,,,,No
34694.png,125,75,,,,88,89,,,,No
34695.png,127,75,84,,,89,88,140,,,No
34696.png,77,126,101,,,89,88,144,,,No
34697.png,98,79,126,103,,121,87,89,142,,No
34698.png,121,97,,,,86,140,,,,No
34699.png,129,82,79,120,114,89,138,88,142,83,No
34700.png,126,77,99,106,,87,90,130,161,,No
34701.png,76,126,,,,90,88,,,,No
34702.png,105,76,,,,123,86,,,,No
34703.png,78,127,119,,,91,91,84,,,No
34705.png,95,83,101,,,161,69,142,,,No
34706.png,127,74,85,118,113,89,89,142,143,79,No
34707.png,127,75,101,,,85,89,135,,,No
34708.png,127,87,74,,,88,141,90,,,No
34709.png,150,92,76,77,121,26,128,90,142,90,No
34710.png,73,125,,,,88,88,,,,No
34711.png,77,,,,,89,,,,,No
34712.png,126,76,,,,89,90,,,,No
34713.png,102,128,111,,,128,85,148,,,No
34714.png,127,76,,,,90,90,,,,No
34715.png,126,73,,,,90,90,,,,No
34716.png,75,125,48,,,89,90,30,,,No
34717.png,125,98,71,,,86,133,84,,,No
34718.png,76,126,,,,89,88,,,,No
34719.png,127,82,,,,89,137,,,,No
34720.png,126,73,,,,90,90,,,,No
34721.png,125,74,,,,91,91,,,,No
34722.png,81,123,,,,89,89,,,,No
34723.png,77,130,,,,89,89,,,,No
34724.png,129,78,79,77,,87,141,93,167,,No
34725.png,121,81,,,,92,88,,,,No
34726.png,127,79,76,91,,89,136,90,120,,No
34727.png,92,,,,,126,,,,,No
34728.png,127,76,,,,88,88,,,,No
34729.png,76,126,109,,,87,87,139,,,No
34730.png,127,83,75,,,89,140,88,,,No
34731.png,126,112,77,,,88,21,88,,,No
34732.png,127,78,101,,,89,90,136,,,No
34733.png,127,75,,,,89,88,,,,No
34734.png,125,75,,,,89,88,,,,No
34735.png,77,128,,,,90,88,,,,No
34736.png,126,,,,,91,,,,,No
34737.png,127,,,,,90,,,,,No
34738.png,77,129,,,,89,88,,,,No
34739.png,132,,,,,92,,,,,No
34740.png,122,78,,,,100,89,,,,No
34741.png,124,,,,,82,,,,,No
34742.png,126,74,90,,,88,89,122,,,No
34743.png,128,75,101,,,91,87,133,,,No
34744.png,126,,,,,88,,,,,No
34745.png,81,79,,,,139,76,,,,No
34746.png,130,,,,,89,,,,,No
34747.png,127,76,,,,91,86,,,,No
34748.png,123,116,98,,,85,76,138,,,No
34749.png,125,74,,,,90,88,,,,No
34750.png,82,128,,,,90,89,,,,No
34751.png,119,100,,,,87,142,,,,No
34752.png,123,114,125,,,88,145,66,,,No
34753.png,126,76,,,,88,88,,,,No
34754.png,120,,,,,93,,,,,No
34755.png,76,127,,,,88,88,,,,No
34756.png,76,125,,,,89,88,,,,No
34757.png,126,76,,,,88,90,,,,No
34758.png,78,126,105,,,87,86,141,,,No
34759.png,82,126,81,,,88,88,167,,,No
34760.png,128,75,,,,89,92,,,,No
34761.png,93,119,,,,123,83,,,,No
34762.png,101,113,77,126,,136,135,89,89,,No
34763.png,74,126,,,,87,88,,,,No
34764.png,81,131,115,,,91,92,81,,,No
34765.png,126,,,,,91,,,,,No
34766.png,124,,,,,89,,,,,No
34767.png,76,127,,,,89,90,,,,No
34768.png,77,76,128,124,,137,90,90,139,,No
34769.png,125,,,,,91,,,,,No
34770.png,76,127,156,,,89,89,172,,,No
34771.png,134,85,75,,,85,91,91,,,No
34772.png,126,76,,,,88,88,,,,No
34773.png,78,128,70,,,89,88,17,,,No
34774.png,102,125,,,,113,84,,,,No
34775.png,78,128,101,99,,89,88,135,118,,No
34776.png,124,78,,,,89,86,,,,No
34777.png,126,73,179,,,90,92,62,,,No
34778.png,125,,,,,86,,,,,No
34779.png,124,74,94,,,89,86,24,,,No
34780.png,128,75,88,,,90,91,139,,,No
34781.png,124,75,93,101,72,90,90,111,132,86,No
34782.png,127,64,119,85,86,90,22,140,139,73,No
34783.png,127,76,100,,,88,88,150,,,No
34784.png,124,78,105,111,,88,90,17,79,,No
34785.png,127,73,,,,88,90,,,,No
34786.png,127,85,80,123,,89,89,145,144,,No
34787.png,127,79,75,64,,89,139,89,88,,No
34788.png,120,81,76,126,,140,140,91,90,,No
34789.png,76,127,,,,89,88,,,,No
34790.png,126,74,102,,,86,88,145,,,No
34791.png,120,132,,,,82,96,,,,No
34792.png,75,125,,,,90,89,,,,No
34793.png,124,76,82,,,90,89,138,,,No
34794.png,128,76,,,,89,88,,,,No
34795.png,126,76,,,,90,89,,,,No
34796.png,126,75,107,,,89,89,141,,,No
34797.png,82,76,125,,,138,90,89,,,No
34798.png,124,108,,,,91,144,,,,No
34799.png,81,,,,,138,,,,,No
34800.png,77,121,101,,,89,90,136,,,No
34801.png,76,129,104,97,,88,85,141,158,,No
34802.png,127,76,,,,89,87,,,,No
34803.png,123,80,96,,,91,89,157,,,No
34804.png,126,77,,,,89,86,,,,No
34805.png,124,81,,,,86,140,,,,No
34806.png,129,80,77,,,89,141,88,,,No
34807.png,127,75,88,,,90,90,135,,,No
34808.png,125,75,115,113,,91,90,141,79,,No
34809.png,76,124,101,,,89,89,142,,,No
34810.png,84,121,97,,,91,85,139,,,No
34811.png,75,127,,,,89,89,,,,No
34812.png,109,125,75,,,132,89,90,,,No
34813.png,127,75,86,,,88,90,90,,,No
34814.png,76,127,96,,,89,88,153,,,No
34815.png,81,120,83,,,91,144,143,,,No
34816.png,126,81,77,75,,87,140,78,89,,No
34817.png,82,,,,,86,,,,,No
34818.png,96,126,86,76,103,127,88,91,89,144,No
34819.png,128,99,,,,89,145,,,,No
34820.png,127,80,113,87,72,89,91,141,142,86,No
34821.png,77,126,,,,90,88,,,,No
34822.png,127,77,80,121,121,90,91,137,137,76,No
34824.png,120,,,,,88,,,,,No
34825.png,127,75,,,,89,88,,,,No
34826.png,124,75,,,,91,89,,,,No
34827.png,127,75,80,,,88,88,141,,,No
34828.png,121,123,,,,89,69,,,,No
34829.png,76,95,129,,,88,123,87,,,No
34832.png,127,106,,,,90,155,,,,No
34833.png,126,79,,,,87,89,,,,No
34834.png,126,76,,,,88,88,,,,No
34835.png,76,129,,,,89,87,,,,No
34836.png,130,74,,,,90,91,,,,No
34837.png,128,,,,,89,,,,,No
34838.png,127,76,,,,88,87,,,,No
34839.png,74,114,133,,,90,137,87,,,No
34840.png,125,74,,,,90,88,,,,No
34841.png,75,127,,,,89,88,,,,No
34842.png,129,80,,,,91,138,,,,No
34843.png,95,127,76,,,124,89,87,,,No
34844.png,130,79,,,,93,91,,,,No
34845.png,123,77,,,,88,91,,,,No
34846.png,74,127,72,,,90,89,23,,,No
34847.png,74,126,,,,90,89,,,,No
34848.png,79,124,,,,86,88,,,,No
34849.png,81,78,125,,,139,90,91,,,No
34851.png,128,,,,,89,,,,,No
34852.png,76,127,,,,87,88,,,,No
34853.png,77,125,,,,89,90,,,,No
34854.png,130,80,,,,86,92,,,,No
34855.png,76,127,98,,,90,87,149,,,No
34856.png,126,75,91,75,,89,91,143,85,,No
34857.png,127,83,,,,91,142,,,,No
34858.png,121,,,,,89,,,,,No
34859.png,126,80,,,,90,87,,,,No
34860.png,80,,,,,86,,,,,No
34861.png,77,125,100,101,,89,88,135,165,,No
34862.png,124,73,,,,89,86,,,,No
34863.png,76,125,,,,89,90,,,,No
34864.png,79,,,,,79,,,,,No
34865.png,126,82,77,68,,89,143,90,79,,No
34866.png,76,127,90,,,88,87,177,,,No
34867.png,126,,,,,86,,,,,No
34868.png,123,,,,,84,,,,,No
34869.png,90,81,,,,145,89,,,,No
34871.png,77,127,99,,,89,87,149,,,No
34872.png,131,90,83,,,86,83,73,,,No
34873.png,123,,,,,88,,,,,No
34874.png,15,125,77,108,,51,89,89,142,,No
34875.png,75,127,89,,,90,90,125,,,No
34876.png,127,82,,,,88,92,,,,No
34877.png,123,78,104,,,90,89,141,,,No
34878.png,75,127,107,,,90,89,141,,,No
34879.png,123,77,136,,,90,90,88,,,No
34880.png,123,120,81,75,,91,133,133,88,,No
34881.png,127,66,,,,89,90,,,,No
34882.png,126,95,76,,,89,148,89,,,No
34883.png,125,,,,,89,,,,,No
34884.png,120,91,75,,,93,124,97,,,No
34885.png,127,76,83,93,68,89,89,135,172,74,No
34886.png,76,127,,,,89,88,,,,No
34887.png,128,77,,,,90,90,,,,No
34888.png,92,126,74,88,,123,89,91,137,,No
34889.png,109,81,109,72,,122,89,140,83,,No
34890.png,78,126,82,111,117,89,91,140,81,142,No
34891.png,76,127,84,114,,89,87,137,137,,No
34892.png,123,,,,,93,,,,,No
34893.png,127,112,,,,90,138,,,,No
34894.png,127,81,121,,,90,88,86,,,No
34895.png,124,80,,,,90,75,,,,No
34896.png,77,125,119,117,,90,90,82,144,,No
34897.png,78,126,,,,90,88,,,,No
34898.png,125,75,,,,91,90,,,,No
34899.png,75,126,,,,88,87,,,,No
34900.png,127,86,74,,,89,140,89,,,No
34901.png,75,126,,,,90,88,,,,No
34902.png,76,124,,,,89,88,,,,No
34903.png,78,126,,,,90,87,,,,No
34904.png,86,106,164,,,85,121,167,,,No
34905.png,126,,,,,91,,,,,No
34906.png,133,89,129,,,165,135,89,,,No
34907.png,78,124,81,,,90,90,140,,,No
34908.png,124,,,,,87,,,,,No
34909.png,126,86,111,,,88,135,137,,,No
34910.png,75,127,,,,90,87,,,,No
34911.png,128,77,,,,89,90,,,,No
34912.png,126,115,85,73,,88,135,136,86,,No
34913.png,127,75,,,,88,89,,,,No
34914.png,76,126,89,,,89,87,26,,,No
34915.png,128,,,,,89,,,,,No
34916.png,67,,,,,91,,,,,No
34917.png,74,126,105,,,88,89,143,,,No
34918.png,12,77,127,,,31,89,87,,,No
34919.png,129,77,,,,90,89,,,,No
34920.png,126,75,86,,,89,90,139,,,No
34923.png,120,78,,,,92,95,,,,No
34924.png,76,128,,,,88,90,,,,No
34925.png,124,76,,,,89,89,,,,No
34926.png,127,78,120,76,,92,91,86,86,,No
34927.png,74,126,,,,88,88,,,,No
34928.png,95,126,73,,,126,89,89,,,No
34929.png,76,126,81,114,,88,88,141,144,,No
34930.png,130,75,,,,90,91,,,,No
34931.png,120,,,,,87,,,,,No
34932.png,123,79,,,,88,90,,,,No
34933.png,124,,,,,87,,,,,No
34934.png,128,78,85,115,72,90,90,135,134,89,No
34935.png,126,77,,,,89,90,,,,No
34936.png,129,79,66,,,88,92,93,,,No
34937.png,76,124,,,,88,88,,,,No
34938.png,126,75,,,,89,90,,,,No
34939.png,100,129,83,76,85,127,89,145,87,141,No
34940.png,78,126,102,,,89,89,183,,,No
34941.png,76,129,80,,,89,89,141,,,No
34942.png,124,76,100,,,87,89,138,,,No
34943.png,78,128,82,,,90,89,139,,,No
34945.png,92,72,114,128,,121,88,136,87,,No
34946.png,125,83,,,,88,85,,,,No
34947.png,127,71,,,,90,85,,,,No
34948.png,125,78,,,,90,92,,,,No
34949.png,126,77,94,,,88,91,137,,,No
34950.png,80,127,,,,88,87,,,,No
34951.png,125,75,,,,90,87,,,,No
34953.png,124,79,175,,,88,90,147,,,No
34954.png,126,77,80,,,189,91,75,,,No
34955.png,74,128,,,,89,88,,,,No
34956.png,123,88,,,,90,83,,,,No
34957.png,125,,,,,88,,,,,No
34958.png,81,,,,,89,,,,,No
34959.png,128,79,114,,,90,137,137,,,No
34960.png,125,77,,,,87,88,,,,No
34961.png,75,126,,,,89,88,,,,No
34962.png,128,76,,,,88,90,,,,No
34963.png,126,78,,,,88,86,,,,No
34964.png,76,127,80,,,90,90,139,,,No
34965.png,76,128,,,,88,90,,,,No
34966.png,75,126,,,,89,88,,,,No
34968.png,126,74,,,,89,88,,,,No
34969.png,76,127,,,,89,90,,,,No
34970.png,124,115,70,,,88,133,88,,,No
34971.png,128,75,80,45,,91,92,89,149,,No
34972.png,125,73,87,,,89,84,83,,,No
34973.png,125,74,,,,90,90,,,,No
34974.png,105,87,130,66,84,124,147,87,85,84,No
34975.png,73,,,,,86,,,,,No
34976.png,90,102,,,,90,143,,,,No
34977.png,73,124,90,,,90,90,142,,,No
34978.png,87,,,,,70,,,,,No
34979.png,102,125,76,,,124,86,87,,,No
34980.png,77,129,,,,89,88,,,,No
34981.png,175,127,78,90,,109,88,90,88,,No
34982.png,129,74,98,82,,87,86,127,146,,No
34983.png,74,124,,,,91,91,,,,No
34984.png,127,76,,,,88,90,,,,No
34985.png,79,127,89,,,88,89,138,,,No
34986.png,125,75,,,,88,89,,,,No
34987.png,126,75,,,,87,87,,,,No
34988.png,126,81,118,74,,91,134,134,92,,No
34989.png,83,75,127,,,141,88,89,,,No
34990.png,128,77,,,,87,90,,,,No
34991.png,74,126,,,,92,89,,,,No
34992.png,76,126,84,90,,89,88,138,72,,No
34993.png,124,,,,,89,,,,,No
34994.png,126,78,111,92,,88,87,142,143,,No
34995.png,76,127,,,,89,87,,,,No
34996.png,75,82,126,126,,89,139,90,139,,No
34997.png,88,,,,,90,,,,,No
34999.png,125,30,,,,89,71,,,,No
35000.png,124,75,23,,,89,90,170,,,No
35001.png,128,120,76,,,91,90,86,,,No
35002.png,125,186,73,,,89,107,90,,,No
35003.png,74,127,87,,,90,88,16,,,No
35004.png,128,76,101,,,90,88,137,,,No
35005.png,127,83,,,,90,138,,,,No
35006.png,127,181,,,,87,98,,,,No
35007.png,79,127,,,,88,88,,,,No
35008.png,123,88,,,,86,109,,,,No
35009.png,127,76,117,,,90,89,141,,,No
35010.png,118,,,,,137,,,,,No
35011.png,81,124,75,113,,138,88,90,136,,No
35012.png,124,78,94,97,,89,87,129,143,,No
35013.png,127,107,81,,,89,185,86,,,No
35014.png,76,128,80,,,90,90,143,,,No
35015.png,124,,,,,89,,,,,No
35016.png,127,84,117,81,121,91,138,138,90,84,No
35017.png,128,,,,,87,,,,,No
35019.png,126,74,,,,89,86,,,,No
35020.png,127,77,95,,,89,87,156,,,No
35021.png,123,77,,,,86,89,,,,No
35022.png,77,126,,,,91,88,,,,No
35023.png,126,76,86,100,,89,89,92,22,,No
35024.png,126,75,94,,,88,87,138,,,No
35025.png,125,74,,,,91,85,,,,No
35026.png,124,,,,,91,,,,,No
35027.png,127,78,75,,,89,87,71,,,No
35029.png,83,126,86,73,,91,88,139,83,,No
35030.png,80,126,155,,,89,88,16,,,No
35031.png,124,80,78,119,,91,138,90,137,,No
35032.png,75,127,96,,,91,88,138,,,No
35033.png,77,91,,,,88,142,,,,No
35034.png,95,122,,,,127,85,,,,No
35035.png,126,77,,,,88,87,,,,No
35036.png,125,73,,,,89,90,,,,No
35037.png,76,125,101,103,,88,86,137,161,,No
35038.png,107,80,,,,117,85,,,,No
35040.png,74,126,109,,,90,87,143,,,No
35041.png,76,127,,,,88,89,,,,No
35042.png,73,,,,,86,,,,,No
35043.png,80,122,90,100,93,90,87,117,138,33,No
35044.png,121,96,125,73,,141,123,89,88,,No
35045.png,122,,,,,88,,,,,No
35046.png,78,131,70,,,90,88,82,,,No
35047.png,98,124,76,103,,123,90,89,142,,No
35048.png,127,54,76,,,87,179,89,,,No
35049.png,123,75,,,,90,89,,,,No
35050.png,128,76,,,,87,89,,,,No
35051.png,128,174,84,77,,89,185,141,89,,No
35052.png,126,84,75,,,90,142,89,,,No
35053.png,121,79,,,,93,92,,,,No
35054.png,128,82,76,,,90,136,90,,,No
35055.png,126,76,81,,,91,87,73,,,No
35056.png,126,80,,,,90,136,,,,No
35057.png,75,127,,,,88,88,,,,No
35058.png,127,75,77,75,,89,90,144,74,,No
35060.png,126,,,,,89,,,,,No
35061.png,125,76,,,,89,91,,,,No
35062.png,76,126,,,,91,90,,,,No
35063.png,76,126,100,,,88,87,141,,,No
35064.png,82,105,,,,88,124,,,,No
35065.png,114,,,,,85,,,,,No
35066.png,81,119,75,,,141,139,90,,,No
35067.png,76,126,,,,88,87,,,,No
35068.png,127,77,,,,88,89,,,,No
35069.png,76,125,106,101,87,88,87,137,27,67,No
35070.png,127,108,75,,,86,136,89,,,No
35071.png,127,114,,,,89,140,,,,No
35072.png,125,79,108,32,,89,89,130,177,,No
35073.png,77,126,97,,,91,87,142,,,No
35074.png,126,101,,,,89,34,,,,No
35075.png,127,74,,,,89,87,,,,No
35076.png,75,124,,,,91,87,,,,No
35077.png,125,73,,,,88,88,,,,No
35078.png,121,82,,,,90,85,,,,No
35079.png,126,118,,,,90,145,,,,No
35080.png,81,125,94,107,101,88,89,174,142,75,No
35081.png,126,77,,,,88,89,,,,No
35083.png,73,77,126,91,,34,90,90,113,,No
35084.png,77,122,104,,,91,86,145,,,No
35085.png,81,126,80,,,89,87,92,,,No
35086.png,124,75,,,,90,89,,,,No
35087.png,71,128,,,,89,90,,,,No
35088.png,128,74,83,,,88,89,138,,,No
35089.png,77,34,127,105,,90,20,90,143,,No
35090.png,126,83,77,118,,89,134,90,134,,No
35091.png,126,77,,,,88,90,,,,No
35092.png,127,76,81,,,88,88,140,,,No
35093.png,81,,,,,88,,,,,No
35094.png,122,,,,,82,,,,,No
35095.png,124,77,,,,88,89,,,,No
35096.png,127,99,75,,,89,147,88,,,No
35097.png,76,127,66,,,89,90,88,,,No
35098.png,127,104,74,,,88,152,88,,,No
35099.png,128,75,,,,90,90,,,,No
35100.png,81,129,,,,137,92,,,,No
35101.png,123,78,,,,89,88,,,,No
35102.png,125,108,155,,,86,138,91,,,No
35103.png,76,126,,,,91,86,,,,No
35104.png,127,74,,,,88,88,,,,No
35105.png,126,,,,,88,,,,,No
35106.png,74,125,139,,,89,88,184,,,No
35107.png,81,129,111,79,,136,90,137,88,,No
35108.png,72,74,128,,,93,90,85,,,No
35109.png,128,80,,,,89,91,,,,No
35110.png,84,126,,,,85,89,,,,No
35111.png,76,126,117,,,90,88,138,,,No
35112.png,75,123,,,,87,90,,,,No
35113.png,74,125,,,,89,89,,,,No
35115.png,114,134,128,,,141,80,96,,,No
35116.png,128,77,116,,,92,90,81,,,No
35117.png,122,79,103,,,87,89,139,,,No
35118.png,128,65,77,,,89,90,89,,,No
35119.png,128,118,,,,89,81,,,,No
35120.png,118,127,78,,,144,89,89,,,No
35121.png,75,125,102,73,,90,87,135,86,,No
35122.png,82,126,76,,,136,90,90,,,No
35123.png,127,82,76,,,90,136,91,,,No
35124.png,125,83,,,,89,138,,,,No
35125.png,128,,,,,89,,,,,No
35126.png,77,125,,,,89,89,,,,No
35128.png,124,73,92,,,88,90,66,,,No
35129.png,125,80,,,,90,86,,,,No
35130.png,127,94,75,,,91,126,88,,,No
35131.png,127,74,,,,89,89,,,,No
35132.png,123,100,,,,89,146,,,,No
35133.png,126,75,103,,,87,88,141,,,No
35134.png,42,125,77,101,96,181,89,89,133,149,No
35135.png,81,126,78,115,,135,90,92,137,,No
35136.png,77,127,,,,91,89,,,,No
35137.png,78,77,130,122,102,142,90,91,139,28,No
35138.png,128,76,112,,,89,89,139,,,No
35139.png,128,66,74,30,,91,91,92,161,,No
35140.png,126,,,,,89,,,,,No
35141.png,80,,,,,86,,,,,No
35142.png,123,127,,,,149,87,,,,No
35143.png,126,89,74,,,90,147,89,,,No
35144.png,127,76,,,,88,89,,,,No
35145.png,76,130,,,,88,86,,,,No
35146.png,77,127,,,,92,92,,,,No
35147.png,75,126,58,,,91,88,25,,,No
35148.png,76,127,,,,87,88,,,,No
